subtask,model,checkpoint,F1macro_argmax,F1macro_thr,F1_NO,F1_DIRECT,F1_JUDG,ICM,ICMNorm,ICMSoft,ICMSoftNorm,thr_j,thr_d,n_val
2.2,Vista E-2.2 max512,vista_e_task22_max512_best.pt,0.5751643845657851,0.5455670514402152,0.767402376910017,0.5815217391304348,0.37656903765690375,-0.06450725444929287,0.4763540765879561,-0.6858083029378261,0.42832781988356433,0.42499999999999993,0.30000000000000004,598
2.2,Vista E-2.2 max512_R,vista_e_task22_max512_R_best.pt,0.5696733821733821,0.5668614682007945,0.7619047619047619,0.5625,0.38461538461538464,-0.0002452708991736168,0.49991009295083827,-0.8020761572083471,0.4161769454229737,0.3999999999999999,0.32500000000000007,598
2.2,Vista E-2.2 Longformer,vista_e_task22_longformer_best.pt,0.5794549995410828,0.6073191903464901,0.7486631016042781,0.6341463414634146,0.35555555555555557,0.11288820061824804,0.5413805512066994,-0.6758228313133517,0.4293713775625121,0.42499999999999993,0.32500000000000007,598
